datetime,open,high,low,close,volume,sma_20,sma_50,sma_200,ema_9,ema_21,rsi,rsi_signal,macd,macd_signal,macd_hist,macd_cross,bb_upper,bb_middle,bb_lower,bb_width,bb_pct,atr,trend,pattern,engulfing,star_pattern
2026-06-14 07:15:00,1.1563,1.1565,1.1562,1.1564,23472.1,1.156325,1.1563640000000002,,1.1562683377879128,1.1563033452358922,54.3632706834282,neutral,-4.261299374763716e-05,-4.751048644779771e-05,4.897492700160548e-06,bullish_cross,1.1565689262183536,1.156325,1.1560810737816465,0.04218990653208447,0.6537350115667707,0.00019379518744370663,sideways,none,none,none
2026-06-14 07:30:00,1.1564,1.1565,1.1562,1.1562,84937.4,1.15631,1.1563560000000002,,1.1562546702303305,1.1562939502144474,44.561528474512805,bearish_zone,-4.545851702619785e-05,-4.710009256347774e-05,1.6415755372798895e-06,bullish_cross,1.1565457965224515,1.15631,1.1560742034775484,0.04078430913017043,0.2667480443383919,0.00020138124548345538,bearish,none,none,none
2026-06-14 07:45:00,1.1562,1.1563,1.1562,1.1562,18423.9,1.156295,1.156346,,1.1562437361842646,1.1562854092858612,44.561528474512805,bearish_zone,-4.7169869828112e-05,-4.71140480164046e-05,-5.582181170740209e-08,bearish_cross,1.1565183830790375,1.156295,1.1560716169209626,0.03863773155422529,0.2873607965081246,0.00019413972794893794,bearish,doji,none,none
2026-06-14 08:00:00,1.1563,1.1563,1.1562,1.1562,11472.9,1.15628,1.156338,,1.1562349889474117,1.1562776448053282,44.561528474512805,bearish_zone,-4.797312493143302e-05,-4.728586339941028e-05,-6.872615320227386e-07,bearish_cross,1.1564859126028202,1.15628,1.1560740873971798,0.035616390981460015,0.30574282752879905,0.000187415461666886,bearish,none,none,none
2026-06-14 08:15:00,1.1562,1.1563,1.1561,1.1561,36512.2,1.156265,1.156332,,1.1562079911579293,1.1562614952775712,40.051861620610126,bearish_zone,-5.603296155154425e-05,-4.903528302983708e-05,-6.997678521707164e-06,bearish_cross,1.1564773676058164,1.156265,1.1560526323941838,0.03673337960006272,0.11152267228813138,0.00018831435726212272,bearish,none,none,none
2026-06-14 08:30:00,1.1561,1.1563,1.1561,1.1562,66256.2,1.156255,1.15633,,1.1562063929263435,1.1562559047977918,45.94326641966693,neutral,-5.3731888116637094e-05,-4.997460404719709e-05,-3.7572840694400066e-06,bearish_cross,1.156459694894905,1.156255,1.156050305105095,0.03540653141479072,0.36565370859480356,0.00018914904602912824,bearish,none,none,none
2026-06-14 08:45:00,1.1562,1.1562,1.1561,1.1561,20611.8,1.1562449999999997,1.1563240000000001,,1.1561851143410748,1.156241731634356,41.54623545067822,bearish_zone,-5.929393157222407e-05,-5.1838469552202486e-05,-7.4554620200215814e-06,bearish_cross,1.1564592428528564,1.1562449999999997,1.156030757147143,0.037058383449294886,0.16159897969418047,0.00018278125702704686,bearish,none,none,none
2026-06-14 09:00:00,1.1562,1.1562,1.1561,1.1561,19524.7,1.15623,1.15632,,1.15616809147286,1.1562288469403237,41.54623545067822,bearish_zone,-6.297594360638037e-05,-5.4065964363038066e-05,-8.909979243342303e-06,bearish_cross,1.1564407130750576,1.15623,1.1560192869249426,0.036448297494008845,0.19152365138063368,0.00017686831009654274,bearish,none,none,none
2026-06-14 09:15:00,1.1561,1.1562,1.156,1.156,62921.6,1.15621,1.156314,,1.156134473178288,1.1562080426730215,37.395488710220334,bearish_zone,-7.312024427608144e-05,-5.7876820345646745e-05,-1.5243423930434691e-05,bearish_cross,1.156428174242293,1.15621,1.1559918257577069,0.03773955290009426,0.018733289060917976,0.00017852057366107382,bearish,none,none,none
2026-06-14 09:30:00,1.156,1.1562,1.156,1.1561,58279.5,1.1561949999999999,1.156312,,1.1561275785426304,1.1561982206118375,43.47691058834393,bearish_zone,-7.22575710765394e-05,-6.075297049182528e-05,-1.1504600584714126e-05,bearish_cross,1.1563996948949047,1.1561949999999999,1.155990305105095,0.035408368814053376,0.2679473148460083,0.00018005481839956697,bearish,none,none,none
2026-06-14 09:45:00,1.1561,1.1562,1.1561,1.1561,36170.8,1.156185,1.156306,,1.1561220628341045,1.1561892914653067,43.47691058834393,bearish_zone,-7.07582394123829e-05,-6.275402427593681e-05,-8.004215136446093e-06,bearish_cross,1.1563877313493274,1.156185,1.1559822686506727,0.03506901565534173,0.29036295994148215,0.0001743366170853114,bearish,doji,none,none
2026-06-14 10:00:00,1.1561,1.1563,1.1561,1.1561,77982.4,1.1561749999999997,1.156298,,1.1561176502672836,1.1561811740593697,43.47691058834393,bearish_zone,-6.877718765929686e-05,-6.395865695260882e-05,-4.818530706688035e-06,bearish_cross,1.1563737460691434,1.1561749999999997,1.155976253930856,0.03437992849589694,0.3113170229656445,0.0001761697158649463,bearish,doji,none,none
2026-06-14 10:15:00,1.1561,1.1562,1.1561,1.1562,26566.8,1.156175,1.1562919999999999,,1.156134120213827,1.1561828855085179,49.59263049672431,neutral,-5.8464087993481684e-05,-6.28597431607834e-05,4.395655167301719e-06,bullish_cross,1.1563737460691437,1.156175,1.1559762539308562,0.03437992849589693,0.5628943256781185,0.00017072902187459217,sideways,none,none,none
2026-06-14 10:30:00,1.1561,1.1562,1.156,1.1562,83159.2,1.1561649999999999,1.1562880000000002,,1.1561472961710617,1.1561844413713798,49.59263049672431,neutral,-4.9717766739565405e-05,-6.02313478765398e-05,1.0513581136974398e-05,bullish_cross,1.1563355872210923,1.1561649999999999,1.1559944127789075,0.02950914810471204,0.6025868168080559,0.00017281980602640542,sideways,none,none,none
2026-06-14 10:45:00,1.1562,1.1562,1.1561,1.1561,56964.6,1.1561599999999999,1.156282,,1.1561378369368494,1.1561767648830725,44.06335053475127,bearish_zone,-5.0275859583504e-05,-5.824025021793265e-05,7.964390634428647e-06,bullish_cross,1.1563320465053408,1.1561599999999999,1.1559879534946589,0.02976171210575916,0.325628541884541,0.0001676183913102328,bearish,none,none,none
